Phase,Week,Week_num,WeekStartDate,WeekEndDate,Stratum,NumOfSites,NumOfTows,RawCatch,TotalRawSampleVolume,AdjCatch,TotalEffSampleVolume,StratumVolume,nHat,nVar,nSE,lowCI,uppCI,SpatialCoverage
20_3,Week.1,1,2020-06-29,2020-07-02,Suisun Bay,6,22,2,92860.25346,2,67065.73861,285840678,14597.84347,283163631.2,16827.46657,1578,57989,
20_3,Week.1,1,2020-06-29,2020-07-02,Suisun Marsh,6,24,0,97006.88366,0,70060.52709,76278718,0,NA,NA,NA,NA,
20_3,Week.1,1,2020-06-29,2020-07-02,Lower Sacramento,6,24,0,101146.4371,0,73050.20459,88162170,0,NA,NA,NA,NA,
20_3,Week.1,1,2020-06-29,2020-07-02,Cache Slough LI,6,24,0,83627.47212,0,60397.61875,33420492,0,NA,NA,NA,NA,
20_3,Week.1,1,2020-06-29,2020-07-02,Sac DW Ship Channel,7,26,1,86511.07347,1,62480.21973,30411491,487.794265,247817.0174,497.8122311,65,1788,
20_3,Week.1,1,2020-06-29,2020-07-02,Lower San Joaquin,6,24,0,117102.4545,0,84573.9949,122096565,0,NA,NA,NA,NA,
20_3,Week.1,1,2020-06-29,2020-07-02,Total,37,144,3,578254.5743,3,417628.3037,NA,15085.63773,283411448.2,16834.82843,1727,58676,Full
20_3,Week.2,2,2020-07-06,2020-07-10,Suisun Bay,6,24,0,115756.3021,0,83601.77371,285840678,0,NA,NA,NA,NA,
20_3,Week.2,2,2020-07-06,2020-07-10,Suisun Marsh,6,24,0,108651.147,0,78470.27281,76278718,0,NA,NA,NA,NA,
20_3,Week.2,2,2020-07-06,2020-07-10,Lower Sacramento,6,24,4,97865.63993,4,70680.73995,88162170,9539.404732,41257152.77,6423.173107,2387,26231,
20_3,Week.2,2,2020-07-06,2020-07-10,Cache Slough LI,6,24,0,92033.62331,0,66468.72795,33420492,0,NA,NA,NA,NA,
20_3,Week.2,2,2020-07-06,2020-07-10,Sac DW Ship Channel,6,21,6,88957.60214,6,64247.1571,30411491,3353.235916,5068684.096,2251.373824,842,9202,
20_3,Week.2,2,2020-07-06,2020-07-10,Lower San Joaquin,6,24,0,95297.34648,0,68825.86134,122096565,0,NA,NA,NA,NA,
20_3,Week.2,2,2020-07-06,2020-07-10,Total,36,141,10,598561.6609,10,432294.5329,NA,12892.64065,46325836.86,6806.308608,4314,30131,Full
20_3,Week.3,3,2020-07-13,2020-07-16,Suisun Bay,6,24,0,108845.2517,0,78610.45958,285840678,0,NA,NA,NA,NA,
20_3,Week.3,3,2020-07-13,2020-07-16,Suisun Marsh,6,24,0,103902.3202,0,75040.56462,76278718,0,NA,NA,NA,NA,
20_3,Week.3,3,2020-07-13,2020-07-16,Lower Sacramento,6,24,0,90376.65617,0,65272.02946,88162170,0,NA,NA,NA,NA,
20_3,Week.3,3,2020-07-13,2020-07-16,Cache Slough LI,6,23,0,90455.51123,0,65328.98033,33420492,0,NA,NA,NA,NA,
20_3,Week.3,3,2020-07-13,2020-07-16,Sac DW Ship Channel,6,23,1,97534.26897,1,70441.41648,30411491,431.67828,186420.5824,431.7644988,60,1561,
20_3,Week.3,3,2020-07-13,2020-07-16,Lower San Joaquin,6,24,0,91045.91319,0,65755.38175,122096565,0,NA,NA,NA,NA,
20_3,Week.3,3,2020-07-13,2020-07-16,Total,36,142,1,582159.9215,1,420448.8322,NA,431.67828,186420.5824,431.7644988,60,1561,Full
20_3,Week.4,4,2020-07-20,2020-07-24,Suisun Bay,6,24,0,124410.7007,0,89852.17269,285840678,0,NA,NA,NA,NA,
20_3,Week.4,4,2020-07-20,2020-07-24,Suisun Marsh,6,22,1,100833.0388,1,72823.86137,76278718,1048.059801,1103796.304,1050.617106,144,3795,
20_3,Week.4,4,2020-07-20,2020-07-24,Lower Sacramento,6,24,0,96340.99652,0,69579.6086,88162170,0,NA,NA,NA,NA,
20_3,Week.4,4,2020-07-20,2020-07-24,Cache Slough LI,6,22,0,76300.01766,0,55105.56831,33420492,0,NA,NA,NA,NA,
20_3,Week.4,4,2020-07-20,2020-07-24,Sac DW Ship Channel,6,24,0,101760.7652,0,73493.88597,30411491,0,NA,NA,NA,NA,
20_3,Week.4,4,2020-07-20,2020-07-24,Lower San Joaquin,3,12,0,48999.09416,0,35388.23467,122096565,0,NA,NA,NA,NA,
20_3,Week.4,4,2020-07-20,2020-07-24,Total,33,128,1,548644.613,1,396243.3316,NA,1048.059801,1103796.304,1050.617106,144,3795,Full
20_3,Week.5,5,2020-07-27,2020-07-30,Suisun Bay,6,22,0,104923.1675,0,75777.84317,285840678,0,NA,NA,NA,NA,
20_3,Week.5,5,2020-07-27,2020-07-30,Suisun Marsh,6,24,0,105820.4526,0,76425.88246,76278718,0,NA,NA,NA,NA,
20_3,Week.5,5,2020-07-27,2020-07-30,Lower Sacramento,6,24,0,96728.08273,0,69859.17086,88162170,0,NA,NA,NA,NA,
20_3,Week.5,5,2020-07-27,2020-07-30,Cache Slough LI,6,24,0,90840.01387,0,65606.67669,33420492,0,NA,NA,NA,NA,
20_3,Week.5,5,2020-07-27,2020-07-30,Sac DW Ship Channel,6,24,0,83993.10347,0,60661.68584,30411491,0,NA,NA,NA,NA,
20_3,Week.5,5,2020-07-27,2020-07-30,Lower San Joaquin,6,22,0,79692.13303,0,57555.42941,122096565,0,NA,NA,NA,NA,
20_3,Week.5,5,2020-07-27,2020-07-30,Total,36,140,0,561996.9532,0,405886.6884,NA,0,0,NA,NA,NA,Full
20_3,Week.6,6,2020-08-03,2020-08-06,Suisun Bay,6,22,0,116663.6969,0,84257.11439,285840678,0,NA,NA,NA,NA,
20_3,Week.6,6,2020-08-03,2020-08-06,Suisun Marsh,6,24,0,100351.8208,0,72476.31501,76278718,0,NA,NA,NA,NA,
20_3,Week.6,6,2020-08-03,2020-08-06,Lower Sacramento,6,24,1,107153.2379,1,77388.44959,88162170,1142.597089,1302053.157,1141.075439,158,4127,
20_3,Week.6,6,2020-08-03,2020-08-06,Cache Slough LI,6,24,0,77111.5957,0,55691.708,33420492,0,NA,NA,NA,NA,
20_3,Week.6,6,2020-08-03,2020-08-06,Sac DW Ship Channel,6,24,1,84204.0576,1,60814.0416,30411491,500.2381224,250420.1289,500.4199525,69,1809,
20_3,Week.6,6,2020-08-03,2020-08-06,Lower San Joaquin,6,24,0,91908.93797,0,66378.67742,122096565,0,NA,NA,NA,NA,
20_3,Week.6,6,2020-08-03,2020-08-06,Total,36,142,2,577393.3468,2,417006.306,NA,1642.835211,1552473.286,1245.982859,349,4906,Full
20_3,Week.7,7,2020-08-10,2020-08-13,Suisun Bay,6,24,0,99177.75662,0,71628.37978,285840678,0,NA,NA,NA,NA,
20_3,Week.7,7,2020-08-10,2020-08-13,Suisun Marsh,6,22,1,92715.68585,1,66961.32867,76278718,1872.774832,9900937.501,3146.57552,99,9268,
20_3,Week.7,7,2020-08-10,2020-08-13,Lower Sacramento,6,24,0,101182.8318,0,73076.48961,88162170,0,NA,NA,NA,NA,
20_3,Week.7,7,2020-08-10,2020-08-13,Cache Slough LI,6,24,0,88739.79594,0,64089.85262,33420492,0,NA,NA,NA,NA,
20_3,Week.7,7,2020-08-10,2020-08-13,Sac DW Ship Channel,6,22,2,76113.32663,2,54970.7359,30411491,1106.480836,612438.2863,782.5843637,259,3148,
20_3,Week.7,7,2020-08-10,2020-08-13,Lower San Joaquin,6,24,0,95701.73138,0,69117.91711,122096565,0,NA,NA,NA,NA,
20_3,Week.7,7,2020-08-10,2020-08-13,Total,36,140,3,553631.1282,3,399844.7037,NA,2979.255668,10513375.79,3242.433621,356,11399,Full
20_3,Week.8,8,2020-08-17,2020-08-19,Suisun Bay,6,24,0,116797.4809,0,84353.73618,285840678,0,NA,NA,NA,NA,
20_3,Week.8,8,2020-08-17,2020-08-19,Suisun Marsh,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20_3,Week.8,8,2020-08-17,2020-08-19,Lower Sacramento,1,2,0,8949.7119,0,6463.680817,88162170,0,NA,NA,NA,NA,
20_3,Week.8,8,2020-08-17,2020-08-19,Cache Slough LI,6,24,0,90815.0768,0,65588.66658,33420492,0,NA,NA,NA,NA,
20_3,Week.8,8,2020-08-17,2020-08-19,Sac DW Ship Channel,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20_3,Week.8,8,2020-08-17,2020-08-19,Lower San Joaquin,6,24,0,96746.07144,0,69872.16271,122096565,0,NA,NA,NA,NA,
20_3,Week.8,8,2020-08-17,2020-08-19,Total,19,74,0,313308.341,0,226278.2463,NA,0,0,NA,NA,NA,Partial
20_3,Week.9,9,2020-08-27,2020-08-28,Suisun Bay,1,4,0,17699.47793,0,12782.95628,285840678,0,NA,NA,NA,NA,
20_3,Week.9,9,2020-08-27,2020-08-28,Suisun Marsh,3,12,0,50596.41453,0,36541.85494,76278718,0,NA,NA,NA,NA,
20_3,Week.9,9,2020-08-27,2020-08-28,Lower Sacramento,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20_3,Week.9,9,2020-08-27,2020-08-28,Cache Slough LI,3,12,0,41707.24804,0,30121.90136,33420492,0,NA,NA,NA,NA,
20_3,Week.9,9,2020-08-27,2020-08-28,Sac DW Ship Channel,3,12,0,44978.38492,0,32484.38911,30411491,0,NA,NA,NA,NA,
20_3,Week.9,9,2020-08-27,2020-08-28,Lower San Joaquin,3,12,0,45131.60187,0,32595.04579,122096565,0,NA,NA,NA,NA,
20_3,Week.9,9,2020-08-27,2020-08-28,Total,13,52,0,200113.1273,0,144526.1475,NA,0,0,NA,NA,NA,Partial
20_3,Week.10,10,2020-08-31,2020-09-03,Suisun Bay,6,22,0,106392.8819,0,76839.30362,285840678,0,NA,NA,NA,NA,
20_3,Week.10,10,2020-08-31,2020-09-03,Suisun Marsh,6,24,0,100016.5183,0,72234.15211,76278718,0,NA,NA,NA,NA,
20_3,Week.10,10,2020-08-31,2020-09-03,Lower Sacramento,6,24,0,99565.29215,0,71908.26655,88162170,0,NA,NA,NA,NA,
20_3,Week.10,10,2020-08-31,2020-09-03,Cache Slough LI,6,24,0,86444.57462,0,62432.19278,33420492,0,NA,NA,NA,NA,
20_3,Week.10,10,2020-08-31,2020-09-03,Sac DW Ship Channel,6,24,0,88510.19518,0,63924.02985,30411491,0,NA,NA,NA,NA,
20_3,Week.10,10,2020-08-31,2020-09-03,Lower San Joaquin,6,24,0,88788.09747,0,64124.73706,122096565,0,NA,NA,NA,NA,
20_3,Week.10,10,2020-08-31,2020-09-03,Total,36,142,0,569717.5597,0,411462.682,NA,0,0,NA,NA,NA,Full
20_3,Week.11,11,2020-09-08,2020-09-10,Suisun Bay,1,4,0,17185.01047,0,12411.39645,285840678,0,NA,NA,NA,NA,
20_3,Week.11,11,2020-09-08,2020-09-10,Suisun Marsh,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20_3,Week.11,11,2020-09-08,2020-09-10,Lower Sacramento,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20_3,Week.11,11,2020-09-08,2020-09-10,Cache Slough LI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20_3,Week.11,11,2020-09-08,2020-09-10,Sac DW Ship Channel,1,4,0,15991.73802,0,11549.58857,30411491,0,NA,NA,NA,NA,
20_3,Week.11,11,2020-09-08,2020-09-10,Lower San Joaquin,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20_3,Week.11,11,2020-09-08,2020-09-10,Total,2,8,0,33176.74849,0,23960.98502,NA,0,0,NA,NA,NA,Partial
20_3,Week.12,12,2020-09-14,2020-09-18,Suisun Bay,5,20,0,93360.34279,0,67426.91423,285840678,0,NA,NA,NA,NA,
20_3,Week.12,12,2020-09-14,2020-09-18,Suisun Marsh,4,16,0,66450.54935,0,47992.06342,76278718,0,NA,NA,NA,NA,
20_3,Week.12,12,2020-09-14,2020-09-18,Lower Sacramento,6,24,0,107217.9395,0,77435.17851,88162170,0,NA,NA,NA,NA,
20_3,Week.12,12,2020-09-14,2020-09-18,Cache Slough LI,3,12,0,44962.8835,0,32473.19364,33420492,0,NA,NA,NA,NA,
20_3,Week.12,12,2020-09-14,2020-09-18,Sac DW Ship Channel,6,24,0,84464.54887,0,61002.17419,30411491,0,NA,NA,NA,NA,
20_3,Week.12,12,2020-09-14,2020-09-18,Lower San Joaquin,4,16,0,59583.08272,0,43032.22641,122096565,0,NA,NA,NA,NA,
20_3,Week.12,12,2020-09-14,2020-09-18,Total,28,112,0,456039.3467,0,329361.7504,NA,0,0,NA,NA,NA,Full
20_3,Week.13,13,2020-09-21,2020-09-24,Suisun Bay,6,24,0,99418.02865,0,71801.90958,285840678,0,NA,NA,NA,NA,
20_3,Week.13,13,2020-09-21,2020-09-24,Suisun Marsh,6,24,1,95302.0643,1,68829.26866,76278718,2489.5445,13185691.89,3631.210803,174,11414,
20_3,Week.13,13,2020-09-21,2020-09-24,Lower Sacramento,6,24,0,91540.94771,0,66112.90668,88162170,0,NA,NA,NA,NA,
20_3,Week.13,13,2020-09-21,2020-09-24,Cache Slough LI,6,24,0,103451.7681,0,74715.16583,33420492,0,NA,NA,NA,NA,
20_3,Week.13,13,2020-09-21,2020-09-24,Sac DW Ship Channel,6,24,0,105964.3463,0,76529.80564,30411491,0,NA,NA,NA,NA,
20_3,Week.13,13,2020-09-21,2020-09-24,Lower San Joaquin,6,24,0,88895.25947,0,64202.13184,122096565,0,NA,NA,NA,NA,
20_3,Week.13,13,2020-09-21,2020-09-24,Total,36,144,1,584572.4145,1,422191.1882,NA,2489.5445,13185691.89,3631.210803,174,11414,Full
20_3,Week.14,14,2020-09-28,2020-09-30,Suisun Bay,6,24,0,101027.4806,0,72964.29152,285840678,0,NA,NA,NA,NA,
20_3,Week.14,14,2020-09-28,2020-09-30,Suisun Marsh,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20_3,Week.14,14,2020-09-28,2020-09-30,Lower Sacramento,3,11,0,42240.69912,0,30507.17159,88162170,0,NA,NA,NA,NA,
20_3,Week.14,14,2020-09-28,2020-09-30,Cache Slough LI,3,10,0,37480.75181,0,27069.43187,33420492,0,NA,NA,NA,NA,
20_3,Week.14,14,2020-09-28,2020-09-30,Sac DW Ship Channel,6,23,0,87705.69388,0,63343.00113,30411491,0,NA,NA,NA,NA,
20_3,Week.14,14,2020-09-28,2020-09-30,Lower San Joaquin,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
20_3,Week.14,14,2020-09-28,2020-09-30,Total,18,68,0,268454.6254,0,193883.8961,NA,0,0,NA,NA,NA,Partial
20_3,Week.15,15,2020-10-05,2020-10-08,Suisun Bay,6,23,0,102406.7701,0,73960.44506,285840678,0,NA,NA,NA,NA,
20_3,Week.15,15,2020-10-05,2020-10-08,Suisun Marsh,7,23,0,93633.3026,0,67624.05188,76278718,0,NA,NA,NA,NA,
20_3,Week.15,15,2020-10-05,2020-10-08,Lower Sacramento,6,23,0,102507.5293,0,74033.21562,88162170,0,NA,NA,NA,NA,
20_3,Week.15,15,2020-10-05,2020-10-08,Cache Slough LI,6,24,0,83589.84186,0,60370.44134,33420492,0,NA,NA,NA,NA,
20_3,Week.15,15,2020-10-05,2020-10-08,Sac DW Ship Channel,6,22,0,90803.28224,0,65580.14829,30411491,0,NA,NA,NA,NA,
20_3,Week.15,15,2020-10-05,2020-10-08,Lower San Joaquin,6,22,0,81618.35312,0,58946.58837,122096565,0,NA,NA,NA,NA,
20_3,Week.15,15,2020-10-05,2020-10-08,Total,37,137,0,554559.0792,0,400514.8905,NA,0,0,NA,NA,NA,Full
20_3,Week.16,16,2020-10-13,2020-10-16,Suisun Bay,6,24,0,96015.12968,0,69344.26033,285840678,0,NA,NA,NA,NA,
20_3,Week.16,16,2020-10-13,2020-10-16,Suisun Marsh,6,24,0,85945.2716,0,62071.58504,76278718,0,NA,NA,NA,NA,
20_3,Week.16,16,2020-10-13,2020-10-16,Lower Sacramento,6,24,0,104258.0666,0,75297.49257,88162170,0,NA,NA,NA,NA,
20_3,Week.16,16,2020-10-13,2020-10-16,Cache Slough LI,6,24,0,91188.57119,0,65858.41253,33420492,0,NA,NA,NA,NA,
20_3,Week.16,16,2020-10-13,2020-10-16,Sac DW Ship Channel,6,24,0,100474.9335,0,72565.22977,30411491,0,NA,NA,NA,NA,
20_3,Week.16,16,2020-10-13,2020-10-16,Lower San Joaquin,6,24,0,103320.68,0,74620.49108,122096565,0,NA,NA,NA,NA,
20_3,Week.16,16,2020-10-13,2020-10-16,Total,36,144,0,581202.6526,0,419757.4713,NA,0,0,NA,NA,NA,Full
20_3,Week.17,17,2020-10-19,2020-10-22,Suisun Bay,6,24,0,104850.6028,0,75725.43539,285840678,0,NA,NA,NA,NA,
20_3,Week.17,17,2020-10-19,2020-10-22,Suisun Marsh,6,24,0,96643.61122,0,69798.16366,76278718,0,NA,NA,NA,NA,
20_3,Week.17,17,2020-10-19,2020-10-22,Lower Sacramento,6,24,0,113767.7393,0,82165.58949,88162170,0,NA,NA,NA,NA,
20_3,Week.17,17,2020-10-19,2020-10-22,Cache Slough LI,7,23,0,90048.87974,0,65035.30203,33420492,0,NA,NA,NA,NA,
20_3,Week.17,17,2020-10-19,2020-10-22,Sac DW Ship Channel,6,24,0,98546.91617,0,71172.77279,30411491,0,NA,NA,NA,NA,
20_3,Week.17,17,2020-10-19,2020-10-22,Lower San Joaquin,6,24,0,93586.01203,0,67589.89758,122096565,0,NA,NA,NA,NA,
20_3,Week.17,17,2020-10-19,2020-10-22,Total,37,143,0,597443.7613,0,431487.1609,NA,0,0,NA,NA,NA,Full
20_3,Week.18,18,2020-10-27,2020-10-30,Suisun Bay,6,24,0,98418.74862,0,71080.20734,285840678,0,NA,NA,NA,NA,
20_3,Week.18,18,2020-10-27,2020-10-30,Suisun Marsh,6,24,0,101221.81,0,73104.64054,76278718,0,NA,NA,NA,NA,
20_3,Week.18,18,2020-10-27,2020-10-30,Lower Sacramento,6,24,0,104284.6886,0,75316.71957,88162170,0,NA,NA,NA,NA,
20_3,Week.18,18,2020-10-27,2020-10-30,Cache Slough LI,6,24,0,78377.99442,0,56606.32931,33420492,0,NA,NA,NA,NA,
20_3,Week.18,18,2020-10-27,2020-10-30,Sac DW Ship Channel,6,24,0,88027.17988,0,63575.18547,30411491,0,NA,NA,NA,NA,
20_3,Week.18,18,2020-10-27,2020-10-30,Lower San Joaquin,6,24,0,98324.84146,0,71012.3855,122096565,0,NA,NA,NA,NA,
20_3,Week.18,18,2020-10-27,2020-10-30,Total,36,144,0,568655.263,0,410695.4677,NA,0,0,NA,NA,NA,Full
